"","Unique_ID","Gender","Age Group","Marital_Status","State","Product_Category","Total_Orders","Total_Spends","Count"
"1570","1000889_48_0_Eastern_Hospitality_Electronics & Gadgets","F","46-50",0,"Bihar","Electronics & Gadgets",1,4089,1
"1571","1000889_48_0_Northern_Banking_Clothing & Apparel","F","46-50",0,"Haryana","Clothing & Apparel",1,6918,1
"1572","1000889_48_1_Western_IT Sector_Clothing & Apparel","F","46-50",1,"Maharashtra","Clothing & Apparel",4,8735,1
"1573","1000889_49_0_Central_Textile_Clothing & Apparel","F","46-50",0,"Madhya Pradesh","Clothing & Apparel",2,1742,1
"1574","1000889_49_1_Northern_IT Sector_Electronics & Gadgets","F","46-50",1,"Rajasthan","Electronics & Gadgets",1,6115,1
"1575","1000889_49_1_Western_IT Sector_Food","F","46-50",1,"Maharashtra","Food",3,11756,1
"1576","1000889_50_0_Central_Aviation_Food","M","46-50",0,"Uttar Pradesh","Food",3,15734,1
"1577","1000889_50_0_Central_Textile_Footwear & Shoes","F","46-50",0,"Delhi","Footwear & Shoes",1,12602,1
"1578","1000889_50_0_Northern_Textile_Clothing & Apparel","F","46-50",0,"Haryana","Clothing & Apparel",1,6951,1
"1579","1000889_50_1_Central_Lawyer_Footwear & Shoes","F","46-50",1,"Delhi","Footwear & Shoes",1,20668,1
"1580","1000891_33_1_Northern_Media_Food","F","26-35",1,"Haryana","Food",2,12013,1
"1581","1000891_34_0_Western_Aviation_Food","F","26-35",0,"Gujarat","Food",3,11962,1
"1582","1000897_34_0_Central_IT Sector_Food","F","26-35",0,"Delhi","Food",3,11903,1
"1583","1000898_35_0_Eastern_Healthcare_Electronics & Gadgets","F","26-35",0,"Jharkhand","Electronics & Gadgets",2,9997,1
"1584","1000899_26_1_Central_IT Sector_Electronics & Gadgets","M","26-35",1,"Uttar Pradesh","Electronics & Gadgets",1,3910,1
"1585","1000899_26_1_Eastern_IT Sector_Food","M","26-35",1,"Bihar","Food",2,7788,1
"1586","1000899_33_0_Central_Automobile_Clothing & Apparel","M","26-35",0,"Uttar Pradesh","Clothing & Apparel",2,6983,1
"1587","1000900_83_0_Southern_Automobile_Auto","M","55+",0,"Karnataka","Auto",3,23513,1
"1588","1000904_38_1_Central_Govt_Beauty","F","36-45",1,"Madhya Pradesh","Beauty",3,7401,1
"1589","1000904_41_0_Southern_Aviation_Food","F","36-45",0,"Karnataka","Food",4,12076,1
"1590","1000907_47_0_Southern_Banking_Electronics & Gadgets","M","46-50",0,"Andhra Pradesh","Electronics & Gadgets",4,5899,1
"1591","1000910_51_1_Southern_IT Sector_Electronics & Gadgets","M","51-55",1,"Karnataka","Electronics & Gadgets",1,2140,1
"1592","1000911_52_0_Central_Food Processing_Beauty","F","51-55",0,"Delhi","Beauty",2,6162,1
"1593","1000911_52_1_Southern_IT Sector_Electronics & Gadgets","F","51-55",1,"Andhra Pradesh","Electronics & Gadgets",2,7973,1
"1594","1000911_53_1_Eastern_Healthcare_Electronics & Gadgets","F","51-55",1,"Jharkhand","Electronics & Gadgets",4,2217,1
"1595","1000911_54_0_Central_Food Processing_Beauty","F","51-55",0,"Madhya Pradesh","Beauty",4,5972,1
"1596","1000911_54_0_Northern_Banking_Food","F","51-55",0,"Haryana","Food",2,11739,1
"1597","1000911_54_1_Southern_Media_Food","F","51-55",1,"Karnataka","Food",3,15717,1
"1598","1000911_55_0_Western_Banking_Clothing & Apparel","F","51-55",0,"Maharashtra","Clothing & Apparel",2,8871,1
"1599","1000911_55_1_Southern_Media_Footwear & Shoes","M","51-55",1,"Karnataka","Footwear & Shoes",1,4078,1
"1600","1000918_46_0_Southern_Govt_Food","M","46-50",0,"Karnataka","Food",1,15411,1
"1601","1000918_50_0_Northern_Food Processing_Sports Products","M","46-50",0,"Himachal Pradesh","Sports Products",3,7928,1
"1602","1000919_36_0_Central_Textile_Household items","M","36-45",0,"Delhi","Household items",4,3100,1
"1603","1000919_36_0_Northern_Healthcare_Electronics & Gadgets","M","36-45",0,"Haryana","Electronics & Gadgets",4,9982,1
"1604","1000919_39_0_Central_Govt_Food","M","36-45",0,"Madhya Pradesh","Food",1,11479,1
"1605","1000919_39_1_Northern_Automobile_Electronics & Gadgets","M","36-45",1,"Himachal Pradesh","Electronics & Gadgets",4,6099,1
"1606","1000922_70_1_Northern_Media_Footwear & Shoes","M","55+",1,"Himachal Pradesh","Footwear & Shoes",2,16143,1
"1607","1000922_83_0_Central_Textile_Clothing & Apparel","F","55+",0,"Uttar Pradesh","Clothing & Apparel",4,3480,1
"1608","1000922_87_0_Southern_Agriculture_Footwear & Shoes","M","55+",0,"Kerala","Footwear & Shoes",2,16795,1
"1609","1000922_90_0_Southern_Healthcare_Food","F","55+",0,"Andhra Pradesh","Food",4,15916,1
"1610","1000924_51_1_Western_Media_Clothing & Apparel","F","51-55",1,"Gujarat","Clothing & Apparel",3,5202,1
"1611","1000924_54_0_Southern_Aviation_Footwear & Shoes","F","51-55",0,"Karnataka","Footwear & Shoes",4,16595,1
"1612","1000925_37_0_Central_Construction_Electronics & Gadgets","M","36-45",0,"Madhya Pradesh","Electronics & Gadgets",2,5858,1
"1613","1000926_14_0_Northern_Hospitality_Clothing & Apparel","F","0-17",0,"Himachal Pradesh","Clothing & Apparel",3,6978,1
"1614","1000927_31_0_Central_Chemical_Clothing & Apparel","M","26-35",0,"Delhi","Clothing & Apparel",2,8724,1
"1615","1000928_92_0_Central_Healthcare_Food","M","55+",0,"Uttar Pradesh","Food",4,4139,1
"1616","1000929_28_1_Central_Banking_Games & Toys","F","26-35",1,"Uttar Pradesh","Games & Toys",1,12869,1
"1617","1000929_30_1_Western_IT Sector_Household items","F","26-35",1,"Maharashtra","Household items",4,3049,1
"1618","1000929_32_1_Central_IT Sector_Clothing & Apparel","F","26-35",1,"Uttar Pradesh","Clothing & Apparel",3,3671,1
"1619","1000929_35_0_Northern_Lawyer_Clothing & Apparel","F","26-35",0,"Haryana","Clothing & Apparel",1,8832,1
"1620","1000930_34_0_Western_Banking_Food","F","26-35",0,"Maharashtra","Food",4,11940,1
"1621","1000931_61_1_Western_Construction_Electronics & Gadgets","M","55+",1,"Maharashtra","Electronics & Gadgets",1,4149,1
"1622","1000934_37_0_Northern_Agriculture_Games & Toys","M","36-45",0,"Himachal Pradesh","Games & Toys",1,13308,1
"1623","1000934_37_1_Western_IT Sector_Sports Products","M","36-45",1,"Maharashtra","Sports Products",2,10644,1
"1624","1000934_38_0_Southern_Agriculture_Food","M","36-45",0,"Karnataka","Food",1,19259,1
"1625","1000934_40_0_Western_Agriculture_Electronics & Gadgets","M","36-45",0,"Maharashtra","Electronics & Gadgets",1,5918,1
"1626","1000934_42_0_Southern_Govt_Food","M","36-45",0,"Andhra Pradesh","Food",3,18996,1
"1627","1000934_45_0_Eastern_Aviation_Clothing & Apparel","M","36-45",0,"Jharkhand","Clothing & Apparel",4,8702,1
"1628","1000934_45_0_Southern_Healthcare_Food","M","36-45",0,"Andhra Pradesh","Food",4,15771,1
"1629","1000936_24_1_Southern_IT Sector_Food","F","18-25",1,"Andhra Pradesh","Food",1,11471,1
"1630","1000937_27_0_Central_Construction_Footwear & Shoes","F","26-35",0,"Delhi","Footwear & Shoes",2,12380,1
"1631","1000939_26_0_Southern_Healthcare_Food","M","26-35",0,"Andhra Pradesh","Food",1,15903,1
"1632","1000939_27_1_Southern_Aviation_Clothing & Apparel","M","26-35",1,"Andhra Pradesh","Clothing & Apparel",4,7037,1
"1633","1000940_14_1_Central_Aviation_Electronics & Gadgets","F","0-17",1,"Uttarakhand","Electronics & Gadgets",3,8118,1
"1634","1000940_16_1_Southern_Aviation_Electronics & Gadgets","F","0-17",1,"Andhra Pradesh","Electronics & Gadgets",1,7987,1
"1635","1000942_51_0_Eastern_Healthcare_Electronics & Gadgets","M","51-55",0,"Bihar","Electronics & Gadgets",1,9939,1
"1636","1000942_52_1_Central_Lawyer_Furniture","M","51-55",1,"Uttar Pradesh","Furniture",3,20448,1
"1637","1000945_46_0_Southern_Textile_Food","F","46-50",0,"Karnataka","Food",1,11756,1
"1638","1000945_46_1_Central_Food Processing_Clothing & Apparel","F","46-50",1,"Uttarakhand","Clothing & Apparel",4,7185,1
"1639","1000945_50_0_Western_Media_Clothing & Apparel","F","46-50",0,"Maharashtra","Clothing & Apparel",2,7076,1
"1640","1000946_39_0_Central_Chemical_Food","F","36-45",0,"Uttar Pradesh","Food",4,11376,1
"1641","1000946_44_1_Central_Lawyer_Footwear & Shoes","F","36-45",1,"Delhi","Footwear & Shoes",2,12612,1
"1642","1000947_20_0_Eastern_Healthcare_Electronics & Gadgets","F","18-25",0,"Jharkhand","Electronics & Gadgets",2,4028,1
"1643","1000947_20_0_Southern_Healthcare_Electronics & Gadgets","F","18-25",0,"Telangana","Electronics & Gadgets",1,4028,1
"1644","1000949_51_0_Eastern_Govt_Clothing & Apparel","F","51-55",0,"Bihar","Clothing & Apparel",3,6926,1
"1645","1000949_51_0_Southern_Banking_Footwear & Shoes","F","51-55",0,"Karnataka","Footwear & Shoes",1,12746,1
"1646","1000949_51_1_Central_Agriculture_Clothing & Apparel","F","51-55",1,"Uttar Pradesh","Clothing & Apparel",2,8661,1
"1647","1000949_51_1_Southern_IT Sector_Footwear & Shoes","F","51-55",1,"Karnataka","Footwear & Shoes",3,12820,1
"1648","1000949_51_1_Southern_IT Sector_Footwear & Shoes","M","51-55",1,"Karnataka","Footwear & Shoes",3,12338,1
"1649","1000949_54_1_Western_IT Sector_Clothing & Apparel","F","51-55",1,"Maharashtra","Clothing & Apparel",4,5332,1
"1650","1000950_40_0_Eastern_Chemical_Clothing & Apparel","F","36-45",0,"Bihar","Clothing & Apparel",3,5387,1
"1651","1000950_42_1_Western_Agriculture_Food","F","36-45",1,"Maharashtra","Food",2,11673,1
"1652","1000951_47_0_Southern_Textile_Food","F","46-50",0,"Andhra Pradesh","Food",1,8144,1
"1653","1000952_78_1_Southern_Hospitality_Footwear & Shoes","M","55+",1,"Kerala","Footwear & Shoes",4,4125,1
"1654","1000952_87_1_Western_Food Processing_Electronics & Gadgets","F","55+",1,"Maharashtra","Electronics & Gadgets",3,8069,1
"1655","1000953_51_1_Northern_Hospitality_Clothing & Apparel","F","51-55",1,"Haryana","Clothing & Apparel",3,8611,1
"1656","1000953_52_0_Southern_Banking_Electronics & Gadgets","F","51-55",0,"Karnataka","Electronics & Gadgets",1,9969,1
"1657","1000953_52_1_Central_Banking_Beauty","F","51-55",1,"Uttar Pradesh","Beauty",2,4497,1
"1658","1000953_53_1_Western_Chemical_Clothing & Apparel","F","51-55",1,"Maharashtra","Clothing & Apparel",3,8711,1
"1659","1000955_51_0_Central_IT Sector_Food","M","51-55",0,"Uttar Pradesh","Food",2,19490,1
"1660","1000955_53_0_Central_Govt_Household items","M","51-55",0,"Delhi","Household items",4,3777,1
"1661","1000955_54_0_Northern_Automobile_Clothing & Apparel","M","51-55",0,"Haryana","Clothing & Apparel",3,3646,1
"1662","1000956_38_1_Central_Lawyer_Footwear & Shoes","F","36-45",1,"Delhi","Footwear & Shoes",3,12125,1
"1663","1000956_40_0_Southern_Banking_Auto","M","36-45",0,"Andhra Pradesh","Auto",2,19022,1
"1664","1000956_43_0_Northern_Healthcare_Food","F","36-45",0,"Haryana","Food",4,19232,1
"1665","1000957_36_1_Central_Banking_Decor","F","36-45",1,"Uttar Pradesh","Decor",3,5849,1
"1666","1000957_36_1_Central_Govt_Pet Care","F","36-45",1,"Madhya Pradesh","Pet Care",2,2763,1
"1667","1000957_40_1_Central_Automobile_Clothing & Apparel","F","36-45",1,"Uttarakhand","Clothing & Apparel",3,5397,1
"1668","1000957_41_1_Southern_Banking_Games & Toys","F","36-45",1,"Andhra Pradesh","Games & Toys",4,13111,1
"1669","1000957_43_0_Central_Chemical_Food","F","36-45",0,"Uttar Pradesh","Food",1,19215,1
"1670","1000957_43_0_Eastern_Media_Clothing & Apparel","F","36-45",0,"Jharkhand","Clothing & Apparel",1,1805,1
"1671","1000957_44_0_Southern_Lawyer_Footwear & Shoes","F","36-45",0,"Karnataka","Footwear & Shoes",2,12357,1
"1672","1000957_45_1_Central_Banking_Electronics & Gadgets","F","36-45",1,"Uttar Pradesh","Electronics & Gadgets",3,8002,1
"1673","1000959_53_0_Central_Banking_Games & Toys","F","51-55",0,"Uttar Pradesh","Games & Toys",1,9869,1
"1674","1000961_21_0_Northern_Healthcare_Clothing & Apparel","M","18-25",0,"Punjab","Clothing & Apparel",3,1838,1
"1675","1000961_22_0_Western_Media_Food","F","18-25",0,"Maharashtra","Food",4,8219,1
"1676","1000963_29_0_Central_Chemical_Stationery","M","26-35",0,"Delhi","Stationery",4,8895,1
"1677","1000963_30_0_Central_IT Sector_Beauty","F","26-35",0,"Madhya Pradesh","Beauty",2,5962,1
"1678","1000963_31_0_Northern_IT Sector_Clothing & Apparel","F","26-35",0,"Himachal Pradesh","Clothing & Apparel",3,6888,1
"1679","1000963_31_1_Central_Aviation_Food","F","26-35",1,"Uttar Pradesh","Food",1,19203,1
"1680","1000963_33_0_Central_Govt_Food","F","26-35",0,"Madhya Pradesh","Food",4,15702,1
"1681","1000963_34_1_Central_Retail_Beauty","F","26-35",1,"Uttar Pradesh","Beauty",3,2989,1
"1682","1000963_35_1_Central_Aviation_Veterinary","F","26-35",1,"Uttar Pradesh","Veterinary",4,1410,1
"1683","1000965_81_1_Central_IT Sector_Food","F","55+",1,"Madhya Pradesh","Food",3,15917,1
"1684","1000965_83_0_Eastern_Hospitality_Electronics & Gadgets","F","55+",0,"Bihar","Electronics & Gadgets",2,10015,1
"1685","1000968_55_0_Western_Retail_Games & Toys","F","51-55",0,"Gujarat","Games & Toys",4,10010,1
"1686","1000968_55_1_Western_Chemical_Clothing & Apparel","F","51-55",1,"Gujarat","Clothing & Apparel",2,6853,1
"1687","1000970_28_0_Western_Banking_Clothing & Apparel","F","26-35",0,"Maharashtra","Clothing & Apparel",2,5377,1
"1688","1000970_29_0_Western_Automobile_Furniture","F","26-35",0,"Maharashtra","Furniture",4,4604,1
"1689","1000970_31_0_Western_Govt_Household items","F","26-35",0,"Maharashtra","Household items",1,2347,1
"1690","1000970_33_0_Northern_Food Processing_Electronics & Gadgets","F","26-35",0,"Rajasthan","Electronics & Gadgets",4,8082,1
"1691","1000970_33_1_Central_Aviation_Food","F","26-35",1,"Uttar Pradesh","Food",2,4213,1
"1692","1000971_27_0_Central_Lawyer_Pet Care","F","26-35",0,"Uttar Pradesh","Pet Care",3,2100,1
"1693","1000971_31_1_Central_Banking_Stationery","F","26-35",1,"Delhi","Stationery",2,17204,1
"1694","1000971_32_1_Central_Retail_Footwear & Shoes","F","26-35",1,"Uttar Pradesh","Footwear & Shoes",1,20628,1
"1695","1000973_28_0_Central_Lawyer_Food","M","26-35",0,"Uttar Pradesh","Food",4,19326,1
"1696","1000974_44_1_Southern_Lawyer_Clothing & Apparel","F","36-45",1,"Kerala","Clothing & Apparel",1,8822,1
"1697","1000975_36_1_Southern_Aviation_Clothing & Apparel","F","36-45",1,"Kerala","Clothing & Apparel",4,6852,1
"1698","1000975_38_1_Central_Govt_Food","F","36-45",1,"Madhya Pradesh","Food",4,11393,1
"1699","1000975_40_0_Eastern_Govt_Electronics & Gadgets","F","36-45",0,"Bihar","Electronics & Gadgets",1,9713,1
"1700","1000975_42_1_Central_Aviation_Furniture","F","36-45",1,"Uttar Pradesh","Furniture",1,11956,1
"1701","1000975_43_0_Central_Govt_Food","F","36-45",0,"Madhya Pradesh","Food",4,8129,1
"1702","1000975_45_1_Southern_Healthcare_Electronics & Gadgets","M","36-45",1,"Andhra Pradesh","Electronics & Gadgets",2,10058,1
"1703","1000976_41_1_Central_Aviation_Footwear & Shoes","F","36-45",1,"Uttar Pradesh","Footwear & Shoes",3,20301,1
"1704","1000977_33_0_Western_Chemical_Clothing & Apparel","F","26-35",0,"Maharashtra","Clothing & Apparel",2,6903,1
"1705","1000979_16_1_Southern_Aviation_Clothing & Apparel","F","0-17",1,"Kerala","Clothing & Apparel",2,6929,1
"1706","1000981_29_0_Central_Aviation_Beauty","F","26-35",0,"Delhi","Beauty",3,4468,1
"1707","1000983_28_1_Southern_Banking_Electronics & Gadgets","M","26-35",1,"Andhra Pradesh","Electronics & Gadgets",1,1960,1
"1708","1000983_29_0_Central_Healthcare_Electronics & Gadgets","M","26-35",0,"Delhi","Electronics & Gadgets",4,6184,1
"1709","1000983_32_0_Western_Chemical_Books","M","26-35",0,"Maharashtra","Books",4,10657,1
"1710","1000984_51_1_Northern_Automobile_Food","F","51-55",1,"Haryana","Food",2,15668,1
"1711","1000984_52_0_Central_Govt_Clothing & Apparel","F","51-55",0,"Uttar Pradesh","Clothing & Apparel",3,5170,1
"1712","1000984_52_0_Central_IT Sector_Tupperware","F","51-55",0,"Madhya Pradesh","Tupperware",2,20757,1
"1713","1000984_52_0_Western_Aviation_Clothing & Apparel","F","51-55",0,"Gujarat","Clothing & Apparel",3,5264,1
"1714","1000984_53_0_Central_Hospitality_Beauty","F","51-55",0,"Madhya Pradesh","Beauty",1,4661,1
"1715","1000984_53_0_Central_Lawyer_Electronics & Gadgets","F","51-55",0,"Uttar Pradesh","Electronics & Gadgets",1,8006,1
"1716","1000984_54_0_Northern_Agriculture_Electronics & Gadgets","F","51-55",0,"Punjab","Electronics & Gadgets",2,6021,1
"1717","1000984_54_0_Southern_Healthcare_Footwear & Shoes","F","51-55",0,"Karnataka","Footwear & Shoes",4,12170,1
"1718","1000984_54_1_Western_Automobile_Food","F","51-55",1,"Maharashtra","Food",1,11832,1
"1719","1000984_55_0_Northern_Media_Food","M","51-55",0,"Haryana","Food",2,11531,1
"1720","1000984_55_0_Western_Retail_Food","F","51-55",0,"Maharashtra","Food",3,11655,1
"1721","1000985_28_1_Western_IT Sector_Clothing & Apparel","F","26-35",1,"Maharashtra","Clothing & Apparel",3,8845,1
"1722","1000991_33_1_Central_Aviation_Clothing & Apparel","M","26-35",1,"Delhi","Clothing & Apparel",3,3692,1
"1723","1000996_28_0_Western_Govt_Clothing & Apparel","F","26-35",0,"Maharashtra","Clothing & Apparel",3,5271,1
"1724","1000996_29_0_Northern_Healthcare_Electronics & Gadgets","F","26-35",0,"Punjab","Electronics & Gadgets",4,4190,1
"1725","1000996_30_0_Northern_Retail_Furniture","F","26-35",0,"Rajasthan","Furniture",3,16577,1
"1726","1000996_31_0_Western_Chemical_Stationery","F","26-35",0,"Maharashtra","Stationery",2,17175,1
"1727","1000996_34_0_Northern_Healthcare_Clothing & Apparel","F","26-35",0,"Himachal Pradesh","Clothing & Apparel",3,7087,1
"1728","1000998_48_0_Eastern_Textile_Sports Products","F","46-50",0,"Bihar","Sports Products",3,13400,1
"1729","1000998_49_0_Central_IT Sector_Food","F","46-50",0,"Madhya Pradesh","Food",4,15332,1
"1730","1000999_32_0_Eastern_Retail_Electronics & Gadgets","F","26-35",0,"Jharkhand","Electronics & Gadgets",3,7891,1
"1731","1000999_33_0_Central_Automobile_Veterinary","F","26-35",0,"Uttar Pradesh","Veterinary",4,1738,1
"1732","1000999_33_0_Southern_Chemical_Household items","F","26-35",0,"Karnataka","Household items",3,3101,1
"1733","1001004_26_0_Central_Healthcare_Food","F","26-35",0,"Uttar Pradesh","Food",4,19361,1
"1734","1001004_30_0_Southern_Healthcare_Sports Products","F","26-35",0,"Karnataka","Sports Products",4,5757,1
"1735","1001004_33_0_Central_Healthcare_Household items","F","26-35",0,"Delhi","Household items",2,3858,1
"1736","1001004_34_0_Central_IT Sector_Clothing & Apparel","F","26-35",0,"Uttar Pradesh","Clothing & Apparel",1,5226,1
"1737","1001004_34_0_Central_Retail_Footwear & Shoes","M","26-35",0,"Delhi","Footwear & Shoes",1,20536,1
"1738","1001006_18_1_Southern_Agriculture_Furniture","F","18-25",1,"Karnataka","Furniture",4,15966,1
"1739","1001008_45_0_Northern_IT Sector_Clothing & Apparel","F","36-45",0,"Himachal Pradesh","Clothing & Apparel",4,5456,1
"1740","1001010_26_0_Southern_Retail_Footwear & Shoes","F","26-35",0,"Karnataka","Footwear & Shoes",4,16891,1
"1741","1001010_26_0_Western_Aviation_Sports Products","F","26-35",0,"Maharashtra","Sports Products",4,10644,1
"1742","1001010_28_0_Western_Hospitality_Games & Toys","F","26-35",0,"Maharashtra","Games & Toys",2,3671,1
"1743","1001010_29_0_Western_Retail_Electronics & Gadgets","F","26-35",0,"Maharashtra","Electronics & Gadgets",4,7774,1
"1744","1001010_29_1_Southern_Retail_Footwear & Shoes","F","26-35",1,"Karnataka","Footwear & Shoes",4,16375,1
"1745","1001010_30_0_Western_Healthcare_Food","F","26-35",0,"Maharashtra","Food",1,15482,1
"1746","1001010_30_1_Eastern_Aviation_Electronics & Gadgets","F","26-35",1,"Jharkhand","Electronics & Gadgets",1,4227,1
"1747","1001010_30_1_Northern_Banking_Electronics & Gadgets","F","26-35",1,"Himachal Pradesh","Electronics & Gadgets",2,8065,1
"1748","1001010_30_1_Southern_Healthcare_Footwear & Shoes","F","26-35",1,"Karnataka","Footwear & Shoes",2,16897,1
"1749","1001010_32_1_Western_Retail_Food","F","26-35",1,"Maharashtra","Food",1,11894,1
"1750","1001010_34_0_Central_Hospitality_Electronics & Gadgets","F","26-35",0,"Uttar Pradesh","Electronics & Gadgets",4,4122,1
"1751","1001010_34_1_Central_Lawyer_Electronics & Gadgets","F","26-35",1,"Uttar Pradesh","Electronics & Gadgets",3,8035,1
"1752","1001011_35_0_Central_Retail_Food","F","26-35",0,"Delhi","Food",3,15231,1
"1753","1001015_36_0_Central_Banking_Stationery","M","36-45",0,"Uttar Pradesh","Stationery",3,12528,1
"1754","1001015_36_0_Central_Media_Stationery","F","36-45",0,"Delhi","Stationery",3,9049,1
"1755","1001015_37_1_Western_Lawyer_Food","F","36-45",1,"Maharashtra","Food",3,15623,1
"1756","1001015_38_0_Northern_Chemical_Food","F","36-45",0,"Haryana","Food",4,11447,1
"1757","1001015_40_0_Central_Food Processing_Footwear & Shoes","M","36-45",0,"Delhi","Footwear & Shoes",3,20660,1
"1758","1001015_40_1_Southern_Banking_Games & Toys","F","36-45",1,"Karnataka","Games & Toys",1,13151,1
"1759","1001015_41_0_Central_IT Sector_Food","F","36-45",0,"Uttar Pradesh","Food",3,19122,1
"1760","1001015_42_1_Northern_Food Processing_Electronics & Gadgets","F","36-45",1,"Himachal Pradesh","Electronics & Gadgets",1,7996,1
"1761","1001015_43_0_Western_Banking_Electronics & Gadgets","F","36-45",0,"Gujarat","Electronics & Gadgets",1,6013,1
"1762","1001015_43_0_Western_IT Sector_Sports Products","F","36-45",0,"Maharashtra","Sports Products",1,10646,1
"1763","1001015_44_0_Central_Chemical_Stationery","F","36-45",0,"Delhi","Stationery",2,20867,1
"1764","1001015_45_1_Southern_Media_Clothing & Apparel","F","36-45",1,"Andhra Pradesh","Clothing & Apparel",1,8767,1
"1765","1001016_59_0_Central_Media_Beauty","F","55+",0,"Uttar Pradesh","Beauty",1,4506,1
"1766","1001016_63_1_Eastern_Banking_Electronics & Gadgets","F","55+",1,"Jharkhand","Electronics & Gadgets",4,6039,1
"1767","1001016_73_1_Northern_Healthcare_Clothing & Apparel","F","55+",1,"Haryana","Clothing & Apparel",4,6875,1
"1768","1001016_85_0_Central_IT Sector_Food","F","55+",0,"Madhya Pradesh","Food",4,15273,1
"1769","1001016_86_0_Western_Healthcare_Clothing & Apparel","F","55+",0,"Maharashtra","Clothing & Apparel",1,7113,1
"1770","1001016_89_0_Southern_Media_Beauty","F","55+",0,"Andhra Pradesh","Beauty",1,1626,1
"1771","1001017_37_0_Southern_Aviation_Footwear & Shoes","M","36-45",0,"Karnataka","Footwear & Shoes",3,16509,1
"1772","1001017_39_1_Western_Chemical_Electronics & Gadgets","F","36-45",1,"Maharashtra","Electronics & Gadgets",4,4192,1
"1773","1001017_41_0_Southern_Media_Footwear & Shoes","F","36-45",0,"Karnataka","Footwear & Shoes",3,16861,1
"1774","1001017_42_1_Central_Media_Beauty","F","36-45",1,"Madhya Pradesh","Beauty",3,4444,1
"1775","1001017_44_0_Northern_Automobile_Electronics & Gadgets","F","36-45",0,"Rajasthan","Electronics & Gadgets",4,6168,1
"1776","1001017_45_0_Southern_Banking_Footwear & Shoes","F","36-45",0,"Karnataka","Footwear & Shoes",3,20313,1
"1777","1001018_18_0_Central_Banking_Food","F","18-25",0,"Uttar Pradesh","Food",1,11909,1
"1778","1001018_22_1_Central_Banking_Office","F","18-25",1,"Delhi","Office",1,927,1
"1779","1001018_23_0_Southern_Healthcare_Clothing & Apparel","F","18-25",0,"Kerala","Clothing & Apparel",3,7074,1
"1780","1001019_36_0_Northern_Textile_Clothing & Apparel","F","36-45",0,"Haryana","Clothing & Apparel",4,7006,1
"1781","1001019_36_1_Central_Hospitality_Electronics & Gadgets","F","36-45",1,"Uttarakhand","Electronics & Gadgets",4,10015,1
"1782","1001019_38_1_Central_Banking_Clothing & Apparel","F","36-45",1,"Uttar Pradesh","Clothing & Apparel",1,7007,1
"1783","1001019_39_0_Eastern_Retail_Clothing & Apparel","F","36-45",0,"Jharkhand","Clothing & Apparel",1,8717,1
"1784","1001019_39_1_Northern_Govt_Food","F","36-45",1,"Haryana","Food",3,19319,1
"1785","1001019_41_0_Central_Automobile_Food","F","36-45",0,"Madhya Pradesh","Food",3,15914,1
"1786","1001019_41_1_Southern_Banking_Clothing & Apparel","F","36-45",1,"Telangana","Clothing & Apparel",1,8679,1
"1787","1001019_42_0_Central_Media_Beauty","F","36-45",0,"Madhya Pradesh","Beauty",4,1674,1
"1788","1001019_43_1_Central_Govt_Footwear & Shoes","F","36-45",1,"Delhi","Footwear & Shoes",2,20928,1
"1789","1001019_44_0_Central_Chemical_Food","M","36-45",0,"Uttar Pradesh","Food",2,15335,1
"1790","1001021_37_1_Central_Automobile_Footwear & Shoes","F","36-45",1,"Madhya Pradesh","Footwear & Shoes",4,20315,1
"1791","1001021_41_0_Central_Textile_Electronics & Gadgets","F","36-45",0,"Delhi","Electronics & Gadgets",3,5857,1
"1792","1001021_44_0_Central_Banking_Footwear & Shoes","F","36-45",0,"Delhi","Footwear & Shoes",3,8484,1
"1793","1001021_45_0_Central_Chemical_Clothing & Apparel","F","36-45",0,"Delhi","Clothing & Apparel",3,5440,1
"1794","1001022_26_0_Eastern_IT Sector_Food","F","26-35",0,"Bihar","Food",1,19676,1
"1795","1001022_26_1_Northern_Banking_Electronics & Gadgets","F","26-35",1,"Rajasthan","Electronics & Gadgets",3,7794,1
"1796","1001023_82_0_Northern_IT Sector_Games & Toys","F","55+",0,"Haryana","Games & Toys",2,16257,1
"1797","1001023_89_0_Central_IT Sector_Food","F","55+",0,"Uttar Pradesh","Food",1,15519,1
"1798","1001024_43_0_Western_Agriculture_Clothing & Apparel","M","36-45",0,"Maharashtra","Clothing & Apparel",2,7159,1
"1799","1001025_30_0_Western_Banking_Food","F","26-35",0,"Maharashtra","Food",1,11458,1
"1800","1001025_34_1_Central_Lawyer_Household items","M","26-35",1,"Uttar Pradesh","Household items",3,3000,1
"1801","1001026_48_1_Northern_Food Processing_Clothing & Apparel","M","46-50",1,"Haryana","Clothing & Apparel",2,5142,1
"1802","1001027_18_0_Western_Aviation_Electronics & Gadgets","F","18-25",0,"Maharashtra","Electronics & Gadgets",3,7938,1
"1803","1001027_18_1_Southern_Agriculture_Food","F","18-25",1,"Karnataka","Food",1,7653,1
"1804","1001027_21_0_Western_Lawyer_Sports Products","F","18-25",0,"Maharashtra","Sports Products",2,8134,1
"1805","1001029_28_0_Southern_Healthcare_Clothing & Apparel","F","26-35",0,"Kerala","Clothing & Apparel",3,3592,1
"1806","1001029_30_0_Southern_Lawyer_Footwear & Shoes","F","26-35",0,"Karnataka","Footwear & Shoes",3,20615,1
